GeneID,Sample-SRR2073144,Sample-SRR2073145
AT3G06105,0,0
AT3G06110,271,205
AT3G06120,0,0
AT3G06125,65,62
AT3G06130,1592,201
AT3G06140,213,72
AT3G06142,0,0
AT3G06145,158,232
AT3G06150,392,85
AT3G06160,117,27
AT3G06170,688,393
AT3G06180,116,6
AT3G06190,1008,678
AT3G06200,286,226
AT3G06210,126,76
AT3G06220,638,301
AT3G06230,0,0
AT3G06240,379,359
AT3G06250,570,198
AT3G06260,0,5
AT3G06270,262,194
AT3G06280,0,0
AT3G06290,665,155
AT3G06300,629,520
AT3G06310,635,705
AT3G06320,790,1060
AT3G06330,239,80
AT3G06335,0,0
AT3G06340,768,213
AT3G06350,1258,571
AT3G06360,34,23
AT3G06370,87,30
AT3G06380,276,213
AT3G06390,0,0
AT3G06400,2551,569
AT3G06410,364,32
AT3G06420,22,6
AT3G06430,603,291
AT3G06433,118,48
AT3G06435,66,56
AT3G06437,22,20
AT3G06440,225,221
AT3G06450,1011,402
AT3G06455,87,114
AT3G06460,10,11
AT3G06470,440,246
AT3G06480,953,236
AT3G06483,761,655
AT3G06490,207,72
AT3G06500,261,61
AT3G06510,653,517
AT3G06520,74,0
AT3G06530,2007,535
AT3G06540,534,152
AT3G06545,0,1
AT3G06550,660,200
AT3G06560,6,0
AT3G06570,203,77
AT3G06580,920,430
AT3G06590,728,457
AT3G06600,77,28
AT3G06610,1250,1119
AT3G06620,354,56
AT3G06630,70,17
AT3G06640,190,44
AT3G06650,2703,1061
AT3G06660,235,106
AT3G06665,0,0
AT3G06670,1264,230
AT3G06680,1992,2067
AT3G06690,26,2
AT3G06700,8609,7513
AT3G06710,40,22
AT3G06720,2122,952
AT3G06730,520,316
AT3G06740,494,152
AT3G06750,159,24
AT3G06760,211,63
AT3G06770,132,133
AT3G06778,1,0
AT3G06780,173,160
AT3G06790,738,558
AT3G06810,575,201
AT3G06820,266,98
AT3G06830,33,0
AT3G06840,140,25
AT3G06850,699,229
AT3G06860,2267,965
AT3G06868,407,127
AT3G06870,346,158
AT3G06880,133,38
AT3G06890,82,70
AT3G06895,3,0
AT3G06900,14,0
AT3G06910,134,99
AT3G06920,240,204
AT3G06930,1295,390
AT3G06940,562,66
AT3G06950,109,31
AT3G06960,514,369
AT3G06962,0,0
AT3G06970,0,0
AT3G06980,703,191
AT3G06985,0,0
AT3G06990,0,0
AT3G06995,0,0
AT3G07000,0,0
AT3G07005,0,0
AT3G07010,335,180
AT3G07020,589,183
AT3G07025,0,0
AT3G07030,1328,473
AT3G07040,40,53
AT3G07050,2890,508
AT3G07055,0,0
AT3G07060,286,74
AT3G07070,0,0
AT3G07080,315,270
AT3G07090,883,431
AT3G07100,2229,771
AT3G07110,7224,7518
AT3G07115,0,0
AT3G07120,3,0
AT3G07130,30,1
AT3G07140,901,425
AT3G07150,4,0
AT3G07160,3592,1261
AT3G07170,1555,869
AT3G07180,1104,413
AT3G07185,0,0
AT3G07190,377,59
AT3G07195,0,0
AT3G07200,364,285
AT3G07210,209,87
AT3G07215,54,15
AT3G07220,731,601
AT3G07230,2175,1916
AT3G07250,2,0
AT3G07260,57,47
AT3G07270,1087,856
AT3G07273,7,0
AT3G07274,20,0
AT3G07280,84,19
AT3G07290,271,45
AT3G07300,697,233
AT3G07310,380,142
AT3G07320,3800,1109
AT3G07330,730,290
AT3G07340,27,9
AT3G07350,67,98
AT3G07360,805,387
AT3G07370,173,21
AT3G07380,0,0
AT3G07390,1123,600
AT3G07400,464,195
AT3G07410,939,1028
AT3G07420,88,38
AT3G07425,0,0
AT3G07430,1429,1557
AT3G07440,201,99
AT3G07450,0,0
AT3G07460,563,483
AT3G07470,235,217
AT3G07480,2952,3643
AT3G07490,0,0
AT3G07500,55,20
AT3G07510,421,437
AT3G07520,47,24
AT3G07522,0,0
AT3G07525,104,166
AT3G07530,43,52
AT3G07540,1444,500
AT3G07550,96,24
AT3G07560,1185,725
AT3G07565,335,237
AT3G07568,559,876
AT3G07570,334,220
AT3G07580,198,42
AT3G07590,524,864
AT3G07600,11,20
AT3G07610,918,223
AT3G07620,1,0
AT3G07630,197,103
AT3G07640,978,511
AT3G07650,1028,598
AT3G07660,1459,333
AT3G07670,175,95
AT3G07680,2061,1804
AT3G07690,212,35
AT3G07700,111,66
AT3G07710,1,0
AT3G07720,279,95
AT3G07730,122,14
AT3G07740,212,12
AT3G07750,546,302
AT3G07760,571,341
AT3G07770,2743,843
AT3G07780,1076,291
AT3G07790,1055,451
AT3G07800,328,151
AT3G07810,939,268
AT3G07820,7,0
AT3G07830,0,0
AT3G07840,0,0
AT3G07850,29,0
AT3G07860,120,53
AT3G07870,42,0
AT3G07880,2068,1426
AT3G07890,546,78
AT3G07900,1,0
AT3G07910,987,1756
AT3G07920,0,0
AT3G07930,60,76
AT3G07940,251,113
AT3G07950,658,486
AT3G07960,78,14
AT3G07970,0,1
AT3G07980,255,68
AT3G07990,294,231
AT3G08000,55,89
AT3G08010,421,299
AT3G08020,421,99
AT3G08030,9080,6616
AT3G08040,149,46
AT3G08490,9,0
AT3G08500,12,4
AT3G08505,33,4
AT3G08510,2307,1451
AT3G08520,1661,3726
AT3G08530,6201,1942
AT3G08550,741,334
AT3G08560,1,0
AT3G08570,53,54
AT3G08580,29003,21299
AT3G08590,2198,1147
AT3G08600,298,229
AT3G08610,2124,2726
AT3G08620,331,59
AT3G08630,281,76
AT3G08636,2,0
AT3G08640,1691,945
AT3G08650,1284,580
AT3G08660,18,0
AT3G08670,343,94
AT3G08680,2731,999
AT3G08690,758,545
AT3G08700,0,0
AT3G08710,423,444
AT3G08720,124,82
AT3G08730,585,266
AT3G08740,508,377
AT3G08750,0,0
AT3G08760,812,138
AT3G08762,0,0
AT3G08770,13657,4248
AT3G08780,435,329
AT3G08790,1,0
AT3G08800,171,81
AT3G08810,1,0
AT3G08820,215,64
AT3G08840,145,0
AT3G08850,1544,274
AT3G08860,0,63
AT3G08870,0,0
AT3G08880,158,137
AT3G08885,0,0
AT3G08890,145,238
AT3G08900,3,3
AT3G08910,340,84
AT3G08920,111,82
AT3G08930,1592,868
AT3G08940,2549,1695
AT3G08943,2241,701
AT3G08947,1176,316
AT3G08950,238,151
AT3G08960,547,163
AT3G08970,12,1
AT3G08980,109,63
AT3G08990,73,34
AT3G09000,392,71
AT3G09010,21,15
AT3G09020,23,0
AT3G09030,167,68
AT3G09032,50,40
AT3G09035,744,824
AT3G09040,71,8
AT3G09050,137,37
AT3G09060,31,2
AT3G09070,1641,478
AT3G09080,72,28
AT3G09085,128,173
AT3G09090,1505,406
AT3G09100,1647,685
AT3G09110,0,0
AT3G09120,0,0
AT3G09130,0,0
AT3G09140,0,0
AT3G09150,198,315
AT3G09160,0,0
AT3G09162,2,4
AT3G09165,0,0
AT3G09170,0,0
AT3G09180,366,171
AT3G09190,421,501
AT3G09200,22082,27214
AT3G09210,485,175
AT3G09220,0,0
AT3G09230,121,0
AT3G09240,0,0
AT3G09250,237,92
AT3G09260,1313,1133
AT3G09270,6,0
AT3G09280,0,0
AT3G09285,0,0
AT3G09290,0,0
AT3G09300,1285,428
AT3G09310,213,94
AT3G09320,246,89
AT3G09330,0,0
AT3G09340,0,0
AT3G09350,446,236
AT3G09360,168,27
AT3G09370,244,28
AT3G09375,18,23
AT3G09380,0,0
AT3G09385,0,0
AT3G09390,1358,2832
AT3G09400,0,0
AT3G09405,0,0
AT3G09410,466,131
AT3G09430,89,24
AT3G09440,8627,3351
AT3G09450,0,2
AT3G09470,869,804
AT3G09480,184,173
AT3G09490,31,47
AT3G09500,17966,23878
AT3G09505,0,0
AT3G09510,0,0
AT3G09520,0,0
AT3G09530,1,0
AT3G09540,163,36
AT3G09550,16,0
AT3G09560,251,130
AT3G09570,1111,1044
AT3G09580,188,30
AT3G09585,0,0
AT3G09590,0,0
AT3G09595,0,0
AT3G09600,8,3
AT3G09620,7,15
AT3G09630,14274,8840
AT3G09640,0,0
AT3G09650,529,141
AT3G09660,144,1
AT3G09670,598,99
AT3G09680,468,593
AT3G09690,459,241
AT3G09700,445,348
AT3G09710,200,0
AT3G09720,582,133
AT3G09730,254,32
AT3G09735,1091,1675
AT3G09740,1530,784
AT3G09750,0,0
AT3G09760,262,77
AT3G09770,503,162
AT3G09780,107,66
AT3G09790,21,0
AT3G09800,221,175
AT3G09810,774,435
AT3G09820,6161,4669
AT3G09830,76,39
AT3G09840,13558,5649
AT3G09850,1254,328
AT3G09860,1883,2859
AT3G09863,0,0
AT3G09870,0,0
AT3G09880,569,65
AT3G09890,480,415
AT3G09900,1041,639
AT3G09910,36,7
AT3G09915,0,0
AT3G09920,120,23
AT3G09922,0,0
AT3G09925,0,0
AT3G09930,0,0
AT3G09940,9,0
AT3G09950,2,0
AT3G09960,0,0
AT3G09970,173,86
AT3G09975,0,0
AT3G09980,1492,732
AT3G09990,0,0
AT3G10000,175,20
AT3G10010,403,77
AT3G10015,0,0
AT3G10020,790,468
AT3G10030,480,279
AT3G10035,0,0
AT3G10040,610,205
AT3G10050,1195,492
AT3G10060,126,69
AT3G10070,609,227
AT3G10080,425,762
AT3G10090,1596,2836
AT3G10100,54,3
AT3G10110,139,112
AT3G10113,14,1
AT3G10114,0,0
AT3G10116,0,0
AT3G10120,247,65
AT3G10130,56,0
AT3G10140,497,203
AT3G10150,16,0
AT3G10160,654,135
AT3G10180,474,64
AT3G10185,3,0
AT3G10190,1166,1014
AT3G10195,0,0
AT3G10200,495,177
AT3G10210,241,106
AT3G10220,937,497
AT3G10230,563,386
AT3G10240,0,0
AT3G10250,234,216
AT3G10260,773,535
AT3G10270,720,191
AT3G10280,16,0
AT3G10282,4,0
AT3G10290,369,89
AT3G10300,912,615
AT3G10310,647,328
AT3G10320,3,0
AT3G10330,522,311
AT3G10340,11,6
AT3G10350,258,84
AT3G10360,396,260
AT3G10370,599,210
AT3G10380,1048,303
AT3G10390,490,209
AT3G10400,80,45
AT3G10405,113,49
AT3G10410,3836,1998
AT3G10415,0,0
AT3G10420,169,9
AT3G10430,0,0
AT3G10439,0,0
AT3G10440,135,87
AT3G10450,533,175
AT3G10460,0,0
AT3G10470,2,0
AT3G10480,1073,426
AT3G10490,1557,504
AT3G10500,123,73
AT3G10510,2,0
AT3G10520,180,172
AT3G10525,24,10
AT3G10526,0,0
AT3G10530,687,182
AT3G10540,400,63
AT3G10550,152,5
AT3G10560,12,0
AT3G10570,64,30
AT3G10572,208,220
AT3G10575,13,8
AT3G10580,0,0
AT3G10585,0,0
AT3G10590,0,0
AT3G10595,0,1
AT3G10600,1,0
AT3G10610,3370,2439
AT3G10620,297,146
AT3G10630,296,271
AT3G10640,205,142
AT3G10650,2249,666
AT3G10660,36,4
AT3G10670,761,251
AT3G10680,40,1
AT3G10690,2660,931
AT3G10700,178,4
AT3G10710,0,0
AT3G10720,573,116
AT3G10730,735,586
AT3G10740,514,148
AT3G10745,6,3
AT3G10750,0,0
AT3G10760,245,72
AT3G10770,1487,625
AT3G10780,3,0
AT3G10790,0,0
AT3G10800,752,290
AT3G10810,752,253
AT3G10815,0,0
AT3G10820,98,1
AT3G10840,272,26
AT3G10845,0,0
AT3G10850,1419,1078
AT3G10860,3705,5054
AT3G10870,663,256
AT3G10880,333,191
AT3G10890,8,0
AT3G10900,0,0
AT3G10910,0,0
AT3G10912,0,0
AT3G10915,449,224
AT3G10920,2606,2843
AT3G10930,0,14
AT3G10940,423,276
AT3G10950,0,0
AT3G10960,59,13
AT3G10970,431,204
AT3G10974,0,0
AT3G10980,643,311
AT3G10985,251,53
AT3G10986,38,83
AT3G10990,0,0
AT3G11000,648,138
AT3G11010,187,147
AT3G11020,70,150
AT3G11030,155,12
AT3G11040,381,180
AT3G11050,46,5
AT3G11060,0,0
AT3G11070,802,498
AT3G11080,13,4
AT3G11090,203,26
AT3G11100,485,232
AT3G11110,0,0
AT3G11120,4001,10805
AT3G11130,5593,1704
AT3G11150,22,0
AT3G11160,0,0
AT3G11165,0,0
AT3G11170,840,313
AT3G11180,0,0
AT3G11200,1373,862
AT3G11210,301,82
AT3G11220,230,31
AT3G11230,113,121
AT3G11240,176,93
AT3G11250,2575,2596
AT3G11260,0,0
AT3G11270,454,245
AT3G11280,124,73
AT3G11285,0,0
AT3G11290,422,154
AT3G11300,0,0
AT3G11310,0,0
AT3G11320,325,168
AT3G11325,0,0
AT3G11330,758,70
AT3G11340,0,0
AT3G11350,0,0
AT3G11370,0,0
AT3G11380,0,0
AT3G11385,0,0
AT3G11390,0,0
AT3G11395,0,0
AT3G11397,197,148
AT3G11400,4416,3137
AT3G11402,76,52
AT3G11405,0,0
AT3G11410,363,274
AT3G11415,0,0
AT3G11420,95,101
AT3G11430,0,0
AT3G11435,0,0
AT3G11440,22,17
AT3G11450,1240,430
AT3G11460,76,32
AT3G11470,80,41
AT3G11480,1,0
AT3G11490,311,150
AT3G11500,1767,2598
AT3G11505,0,0
AT3G11510,12966,17483
AT3G11520,575,362
AT3G11530,398,281
AT3G11540,1027,581
AT3G11550,0,0
AT3G11560,1198,203
AT3G11570,147,55
AT3G11580,18,13
AT3G11590,1218,201
AT3G11591,58,102
AT3G11600,226,270
AT3G11620,135,24
AT3G11630,3703,2545
AT3G11640,8,0
AT3G11650,514,507
AT3G11660,58,12
AT3G11670,310,44
AT3G11673,0,0
AT3G11680,0,0
AT3G11690,265,210
AT3G11700,559,306
AT3G11710,4249,1374
AT3G11720,18,1
AT3G11730,1897,1844
AT3G11740,0,0
AT3G11745,44,85
AT3G11750,20,1
AT3G11760,363,144
AT3G11770,413,347
AT3G11773,0,0
AT3G11780,169,69
AT3G11800,751,572
AT3G11810,492,392
AT3G11820,522,280
AT3G11825,0,0
AT3G11830,5670,3529
AT3G11840,1,0
AT3G11850,73,18
AT3G11860,27,0
AT3G11870,0,0
AT3G11880,303,228
AT3G11890,316,93
AT3G11900,23,36
AT3G11910,3062,1021
AT3G11920,0,0
AT3G11930,6,1
AT3G11940,17719,16474
AT3G11945,256,121
AT3G11950,72,0
AT3G11960,823,225
AT3G11964,2189,383
AT3G11970,0,0
AT3G11980,4,7
AT3G11990,0,0
AT3G12000,0,0
AT3G12010,0,0
AT3G12012,0,0
AT3G12020,452,36
AT3G12030,246,106
AT3G12040,71,86
AT3G12050,2084,1153
AT3G12060,121,23
AT3G12070,140,104
AT3G12080,604,213
AT3G12090,32,0
AT3G12100,82,59
AT3G12110,488,233
AT3G12120,13837,11218
AT3G12130,1145,851
AT3G12140,817,229
AT3G12143,158,101
AT3G12145,9048,5168
AT3G12150,342,104
AT3G12160,14,0
AT3G12170,354,186
AT3G12180,308,404
AT3G12190,0,0
AT3G12200,968,140
AT3G12203,0,0
AT3G12210,556,409
AT3G12220,45,0
AT3G12230,7,0
AT3G12240,0,0
AT3G12250,107,74
AT3G12260,2271,3550
AT3G12270,1018,513
AT3G12280,1633,297
AT3G12290,1556,878
AT3G12300,202,478
AT3G12320,11,2
AT3G12340,256,40
AT3G12345,251,133
AT3G12350,236,107
AT3G12360,809,215
AT3G12370,1061,1020
AT3G12380,642,112
AT3G12385,0,0
AT3G12390,3409,2194
AT3G12400,245,176
AT3G12410,16,35
AT3G12420,0,0
AT3G12430,9,2
AT3G12440,32,32
AT3G12450,17,0
AT3G12460,81,96
AT3G12470,56,24
AT3G12480,879,229
AT3G12490,2840,1937
AT3G12500,16,4
AT3G12502,16,0
AT3G12510,163,96
AT3G12520,78,111
AT3G12530,148,82
AT3G12540,0,0
AT3G12545,0,0
AT3G12550,363,220
AT3G12560,299,68
AT3G12570,663,209
AT3G12580,33,41
AT3G12585,0,0
AT3G12587,669,798
AT3G12590,658,270
AT3G12600,992,476
AT3G12610,500,344
AT3G12620,351,148
AT3G12630,1161,1089
AT3G12640,683,112
AT3G12650,581,720
AT3G12660,0,0
AT3G12670,975,166
AT3G12680,374,70
AT3G12685,24,39
AT3G12690,148,6
AT3G12700,400,230
AT3G12710,77,83
AT3G12720,0,0
AT3G12730,14,45
AT3G12740,498,90
AT3G12750,438,296
AT3G12760,1361,1148
AT3G12770,161,59
AT3G12775,0,0
AT3G12780,4435,1970
AT3G12800,1061,813
AT3G12810,873,62
AT3G12820,18,25
AT3G12830,89,140
AT3G12835,0,0
AT3G12840,0,0
AT3G12850,0,0
AT3G12860,250,168
AT3G12870,1023,989
AT3G12880,3,7
AT3G12890,182,17
AT3G12900,2,0
AT3G12910,0,0
AT3G12915,184,79
AT3G12920,607,221
AT3G12930,603,511
AT3G12940,151,18
AT3G12950,741,276
AT3G12955,9,23
AT3G12960,0,0
AT3G12965,2028,3886
AT3G12970,374,177
AT3G12977,3,0
AT3G12980,527,209
AT3G12981,0,0
AT3G12990,212,63
AT3G13000,1167,385
AT3G13010,7,10
AT3G13020,126,64
AT3G13030,428,137
AT3G13040,304,97
AT3G13050,97,120
AT3G13060,855,358
AT3G13061,259,147
AT3G13062,226,75
AT3G13065,3,0
AT3G13070,667,135
AT3G13080,1522,340
AT3G13090,9,1
AT3G13100,26,0
AT3G13110,1371,809
AT3G13120,2104,1188
AT3G13130,0,0
AT3G13140,0,0
AT3G13150,677,188
AT3G13160,1109,635
AT3G13170,32,1
AT3G13175,1092,851
AT3G13180,366,216
AT3G13190,877,297
AT3G13200,1900,1142
AT3G13205,0,0
AT3G13210,5,0
AT3G13220,1,1
AT3G13222,667,214
AT3G13223,0,0
AT3G13224,476,309
AT3G13225,219,17
AT3G13226,259,54
AT3G13227,0,0
AT3G13228,0,0
AT3G13229,0,0
AT3G13230,924,929
AT3G13235,1251,400
AT3G13240,0,1
AT3G13250,0,0
AT3G13260,0,0
AT3G13270,6,0
AT3G13275,35,35
AT3G13277,0,0
AT3G13280,0,0
AT3G13290,1094,204
AT3G13300,2271,587
AT3G13310,666,474
AT3G13320,462,231
AT3G13330,784,154
AT3G13335,0,0
AT3G13340,1115,495
AT3G13350,518,287
AT3G13360,681,222
AT3G13370,0,1
AT3G13380,78,96
AT3G13390,6,0
AT3G13400,17,0
AT3G13403,6,0
AT3G13404,0,0
AT3G13405,0,0
AT3G13410,1714,1375
AT3G13420,19,5
AT3G13430,180,83
AT3G13432,0,0
AT3G13433,0,0
AT3G13435,0,0
AT3G13437,10,26
AT3G13438,532,545
AT3G13440,972,636
AT3G13445,508,132
AT3G13450,215,69
AT3G13460,8575,3790
AT3G13470,1775,722
AT3G13480,262,330
AT3G13490,484,420
AT3G13500,0,1
AT3G13510,6839,3364
AT3G13520,435,717
AT3G13525,0,0
AT3G13530,534,162
AT3G13540,0,0
AT3G13550,109,91
AT3G13560,1868,1042
AT3G13570,1663,806
AT3G13580,3019,1897
AT3G13590,9,60
AT3G13594,0,0
AT3G13600,10,19
AT3G13610,25,0
AT3G13620,353,167
AT3G13624,0,0
AT3G13630,0,1
AT3G13640,58,4
AT3G13650,138,280
AT3G13660,0,0
AT3G13662,4,0
AT3G13670,3523,896
AT3G13672,690,198
AT3G13674,399,376
AT3G13677,185,314
AT3G13680,0,0
AT3G13682,147,22
AT3G13686,0,0
AT3G13690,1661,375
AT3G13700,0,0
AT3G13710,0,0
AT3G13720,121,138
AT3G13724,0,0
AT3G13730,280,113
AT3G13740,193,59
AT3G13750,4463,1279
AT3G13760,0,0
AT3G13770,54,42
AT3G13772,1952,913
AT3G13780,108,85
AT3G13782,6,0
AT3G13784,0,0
AT3G13790,634,251
AT3G13800,82,4
AT3G13810,290,76
AT3G13820,0,0
AT3G13825,0,0
AT3G13830,0,0
AT3G13840,0,0
AT3G13845,270,191
AT3G13850,0,0
AT3G13855,1,0
AT3G13857,0,0
AT3G13860,1693,423
AT3G13870,2296,708
AT3G13880,216,2
AT3G13882,1595,1649
AT3G13890,0,0
AT3G13898,26,0
AT3G13900,8,1
AT3G13910,156,182
AT3G13920,17921,10181
AT3G13930,1589,570
AT3G13940,955,264
AT3G13950,6,6
AT3G13960,2607,976
AT3G13965,44,48
AT3G13970,44,41
AT3G13980,205,41
AT3G13990,1902,567
AT3G14000,420,232
AT3G14010,758,175
AT3G14020,24,0
AT3G14025,0,0
AT3G14030,0,0
AT3G14040,21,0
AT3G14050,166,62
AT3G14060,50,59
AT3G14067,2010,961
AT3G14070,137,72
AT3G14075,366,49
AT3G14080,427,257
AT3G14090,165,154
AT3G14100,1797,663
AT3G14110,631,378
AT3G14120,888,419
AT3G14130,108,42
AT3G14140,26,0
AT3G14150,242,78
AT3G14160,228,71
AT3G14170,9,0
AT3G14172,1016,161
AT3G14180,724,365
AT3G14185,0,0
AT3G14190,1110,778
AT3G14200,283,137
AT3G14205,271,89
AT3G14210,266,343
AT3G14220,577,356
AT3G14225,0,0
AT3G14230,2723,1361
AT3G14240,7955,4241
AT3G14250,0,0
AT3G14260,0,0
AT3G14270,541,72
AT3G14280,10,0
AT3G14290,1596,1353
AT3G14300,2,0
AT3G14310,5979,2274
AT3G14320,2,9
AT3G14330,404,67
AT3G14340,165,121
AT3G14350,1400,305
AT3G14360,100,17
AT3G14362,0,0
AT3G14370,25,5
AT3G14380,0,0
AT3G14385,0,0
AT3G14390,1623,649
AT3G14395,3,0
AT3G14400,885,286
AT3G14410,318,92
AT3G14415,567,149
AT3G14420,607,254
AT3G14430,318,520
AT3G14431,0,0
AT3G14440,1,10
AT3G14450,0,0
AT3G14452,0,0
AT3G14460,30,16
AT3G14470,71,43
AT3G14475,11,0
AT3G14480,0,0
AT3G14490,0,0
AT3G14500,0,0
AT3G14510,0,12
AT3G14515,0,0
AT3G14517,0,0
AT3G14520,3,0
AT3G14530,4,0
AT3G14540,74,18
AT3G14550,17,40
AT3G14560,274,313
AT3G14570,36,0
AT3G14580,187,36
AT3G14590,90,8
AT3G14595,184,166
AT3G14600,8382,6956
AT3G14610,230,142
AT3G14620,20,0
AT3G14630,14,52
AT3G14640,10,0
AT3G14650,587,152
AT3G14660,247,51
AT3G14670,0,0
AT3G14680,14,0
AT3G14690,182,33
AT3G14700,2,0
AT3G14710,0,0
AT3G14720,728,161
AT3G14730,227,41
AT3G14735,24,16
AT3G14740,433,130
AT3G14750,77,13
AT3G14760,8,0
AT3G14770,12,26
AT3G14780,3,0
AT3G14790,711,215
AT3G14800,570,157
AT3G14810,152,65
AT3G14820,0,0
AT3G14830,321,115
AT3G14840,2502,540
AT3G14850,2,0
AT3G14855,1,0
AT3G14860,435,268
AT3G14870,1108,604
AT3G14880,0,0
AT3G14890,1593,722
AT3G14900,647,184
AT3G14910,177,14
AT3G14920,598,243
AT3G14930,901,646
AT3G14940,295,82
AT3G14950,13,5
AT3G14960,222,188
AT3G14970,0,0
AT3G14980,700,208
AT3G14981,39,0
AT3G14990,754,308
AT3G15000,7079,2890
AT3G15010,1015,613
AT3G15020,713,486
AT3G15030,33,9
AT3G15040,320,192
AT3G15050,2,0
AT3G15055,0,0
AT3G15060,268,222
AT3G15070,193,19
AT3G15080,223,59
AT3G15090,363,104
AT3G15095,2078,707
AT3G15110,133,69
AT3G15111,0,0
AT3G15115,8,0
AT3G15120,938,74
AT3G15130,98,15
AT3G15140,312,149
AT3G15150,112,116
AT3G15160,440,183
AT3G15170,383,140
AT3G15180,360,299
AT3G15190,1805,1190
AT3G15200,167,95
AT3G15210,411,309
AT3G15220,199,65
AT3G15240,32,0
AT3G15250,2,0
AT3G15251,0,0
AT3G15260,422,376
AT3G15270,2,33
AT3G15280,6,0
AT3G15290,246,134
AT3G15300,86,15
AT3G15310,0,0
AT3G15320,0,0
AT3G15330,0,0
AT3G15340,95,16
AT3G15350,477,121
AT3G15351,213,81
AT3G15352,131,214
AT3G15353,6603,5546
AT3G15354,90,25
AT3G15355,402,238
AT3G15356,171,268
AT3G15357,62,50
AT3G15358,23,85
AT3G15359,0,0
AT3G15360,617,439
AT3G15370,0,0
AT3G15380,884,360
AT3G15390,120,82
AT3G15395,328,461
AT3G15400,53,0
AT3G15410,872,379
AT3G15420,30,25
AT3G15430,406,228
AT3G15440,3,0
AT3G15450,1727,831
AT3G15460,545,194
AT3G15470,260,49
AT3G15480,1087,1217
AT3G15490,0,0
AT3G15500,2,0
AT3G15510,1,0
AT3G15518,34,0
AT3G15520,177,4
AT3G15530,749,400
AT3G15534,0,0
AT3G15536,0,0
AT3G15540,110,62
AT3G15548,0,0
AT3G15550,887,154
AT3G15570,193,22
AT3G15578,0,0
AT3G15580,420,194
AT3G15585,0,0
AT3G15590,1216,247
AT3G15600,0,0
AT3G15602,0,0
AT3G15604,0,0
AT3G15605,33,25
AT3G15610,640,252
AT3G15620,124,61
AT3G15630,861,669
AT3G15640,1524,1044
AT3G15650,509,331
AT3G15660,922,657
AT3G15670,5,3
AT3G15680,1102,940
AT3G15690,314,119
AT3G15700,1,0
AT3G15710,435,231
AT3G15720,197,128
AT3G15730,9380,4380
AT3G15740,1,0
AT3G15750,31,0
AT3G15760,4,3
AT3G15770,33,23
AT3G15780,18,12
AT3G15790,987,392
AT3G15800,29,7
AT3G15810,1018,621
AT3G15820,904,604
AT3G15830,2,0
AT3G15840,128,44
AT3G15850,646,356
AT3G15860,0,0
AT3G15870,0,0
AT3G15880,2207,625
AT3G15890,56,36
AT3G15900,55,114
AT3G15909,0,0
AT3G15910,0,0
AT3G15920,470,209
AT3G15930,80,10
AT3G15935,0,0
AT3G15940,1006,173
AT3G15950,958,279
AT3G15960,0,0
AT3G15970,1627,276
AT3G15980,1723,451
AT3G15990,79,78
AT3G16000,903,176
AT3G16010,276,132
AT3G16020,0,0
AT3G16030,12,0
AT3G16040,1,0
AT3G16050,581,426
AT3G16060,1593,686
AT3G16070,18,3
AT3G16080,5375,8131
AT3G16090,330,91
AT3G16100,383,312
AT3G16110,578,195
AT3G16117,0,0
AT3G16120,8,0
AT3G16130,565,331
AT3G16140,1688,1034
AT3G16150,5,16
AT3G16160,2,0
AT3G16170,206,93
AT3G16175,11,4
AT3G16180,1014,667
AT3G16190,232,238
AT3G16200,450,253
AT3G16210,9,0
AT3G16220,16,1
AT3G16230,412,169
AT3G16240,7291,5818
AT3G16250,70,32
AT3G16260,370,230
AT3G16270,816,290
AT3G16280,79,22
AT3G16290,881,187
AT3G16300,101,77
AT3G16310,1183,517
AT3G16320,51,4
AT3G16330,138,26
AT3G16340,456,164
AT3G16350,49,27
AT3G16360,10,0
AT3G16370,855,834
AT3G16380,5,0
AT3G16390,45,47
AT3G16400,2828,1422
AT3G16410,613,500
AT3G16415,0,0
AT3G16420,1161,843
AT3G16430,111,58
AT3G16432,0,0
AT3G16440,0,0
AT3G16450,47,65
AT3G16460,169,25
AT3G16470,469,323
AT3G16480,1307,504
AT3G16490,182,7
AT3G16500,1256,645
AT3G16510,35,0
AT3G16520,241,188
AT3G16530,47,27
AT3G16540,0,0
AT3G16550,0,0
AT3G16552,0,0
AT3G16555,2,0
AT3G16560,243,148
AT3G16565,138,200
AT3G16570,82,75
AT3G16580,1,0
AT3G16590,0,0
AT3G16600,0,0
AT3G16610,82,2
AT3G16620,1206,391
AT3G16630,1504,314
AT3G16640,29800,58699
AT3G16650,319,36
AT3G16660,7,1
AT3G16670,1,4
AT3G16680,0,0
AT3G16690,0,0
AT3G16700,31,25
AT3G16710,41,39
AT3G16712,8,9
AT3G16720,115,85
AT3G16730,498,37
AT3G16740,447,173
AT3G16750,16,0
AT3G16760,704,310
AT3G16770,972,761
AT3G16780,2557,1840
AT3G16785,314,53
AT3G16800,2,1
AT3G16810,1348,541
AT3G16820,0,0
AT3G16830,1829,380
AT3G16840,699,206
AT3G16850,168,29
AT3G16851,0,0
AT3G16857,903,153
AT3G16860,48,35
AT3G16870,396,482
AT3G16880,0,0
AT3G16890,207,57
AT3G16895,0,0
AT3G16900,5,0
AT3G16910,359,133
AT3G16920,27,10
AT3G16930,0,0
AT3G16940,337,94
AT3G16950,1091,683
AT3G16960,0,0
AT3G16970,0,0
AT3G16980,233,195
