GeneID,Sample-SRR2073144,Sample-SRR2073145
AT3G16990,221,245
AT3G17000,574,258
AT3G17010,1,0
AT3G17020,3210,4582
AT3G17030,147,30
AT3G17040,625,294
AT3G17050,60,7
AT3G17060,0,0
AT3G17070,0,0
AT3G17080,0,17
AT3G17090,1448,395
AT3G17100,712,418
AT3G17110,0,0
AT3G17120,298,91
AT3G17130,29,17
AT3G17140,0,0
AT3G17150,0,0
AT3G17152,0,0
AT3G17155,0,0
AT3G17160,4798,3532
AT3G17170,451,265
AT3G17180,2,0
AT3G17185,385,99
AT3G17190,0,0
AT3G17200,3,0
AT3G17203,4,9
AT3G17205,809,225
AT3G17210,824,1041
AT3G17220,0,0
AT3G17225,2,0
AT3G17230,0,0
AT3G17240,2066,798
AT3G17250,142,42
AT3G17260,0,0
AT3G17261,0,0
AT3G17265,0,0
AT3G17270,0,0
AT3G17280,34,0
AT3G17290,68,63
AT3G17300,419,435
AT3G17310,714,139
AT3G17320,0,0
AT3G17330,549,266
AT3G17340,1292,619
AT3G17350,360,276
AT3G17360,746,96
AT3G17365,145,157
AT3G17370,0,0
AT3G17380,29,58
AT3G17390,5610,5469
AT3G17400,0,0
AT3G17410,516,242
AT3G17420,47,22
AT3G17430,574,314
AT3G17440,824,661
AT3G17450,554,74
AT3G17460,70,16
AT3G17465,1181,747
AT3G17470,136,81
AT3G17480,0,0
AT3G17490,0,0
AT3G17500,0,0
AT3G17510,181,45
AT3G17520,0,3
AT3G17530,0,0
AT3G17540,0,0
AT3G17550,0,0
AT3G17560,1,0
AT3G17570,0,0
AT3G17580,13,48
AT3G17590,441,1022
AT3G17600,0,0
AT3G17609,4,2
AT3G17611,127,236
AT3G17620,0,0
AT3G17626,23,59
AT3G17630,36,20
AT3G17640,50,24
AT3G17650,848,354
AT3G17660,7,0
AT3G17668,90,60
AT3G17670,100,5
AT3G17675,0,1
AT3G17680,1568,524
AT3G17690,47,101
AT3G17700,188,26
AT3G17710,71,78
AT3G17712,193,59
AT3G17715,34,50
AT3G17720,0,0
AT3G17730,12,3
AT3G17740,326,105
AT3G17750,941,325
AT3G17760,5,0
AT3G17770,830,390
AT3G17780,423,364
AT3G17790,30,19
AT3G17800,738,232
AT3G17810,507,275
AT3G17820,2826,1125
AT3G17830,171,71
AT3G17840,3816,1564
AT3G17845,0,0
AT3G17850,1608,602
AT3G17860,71,63
AT3G17880,460,155
AT3G17890,35,45
AT3G17900,843,171
AT3G17910,428,227
AT3G17920,178,29
AT3G17930,187,11
AT3G17940,731,455
AT3G17950,297,104
AT3G17970,901,217
AT3G17980,0,0
AT3G17998,0,0
AT3G18000,0,0
AT3G18010,23,0
AT3G18020,136,35
AT3G18030,615,333
AT3G18035,2099,666
AT3G18040,316,44
AT3G18050,859,610
AT3G18060,1019,542
AT3G18070,28,0
AT3G18080,4144,1753
AT3G18090,377,49
AT3G18100,138,9
AT3G18110,597,278
AT3G18120,0,0
AT3G18130,3391,2300
AT3G18140,774,435
AT3G18145,17,0
AT3G18150,0,0
AT3G18160,524,353
AT3G18165,1542,945
AT3G18170,7,31
AT3G18180,1,0
AT3G18190,6219,4187
AT3G18200,0,0
AT3G18210,828,417
AT3G18215,439,392
AT3G18217,1,0
AT3G18220,0,0
AT3G18230,737,296
AT3G18235,0,0
AT3G18240,1215,359
AT3G18250,0,0
AT3G18260,46,34
AT3G18270,435,330
AT3G18280,558,419
AT3G18282,7,0
AT3G18290,1803,200
AT3G18291,0,0
AT3G18295,132,106
AT3G18300,7,0
AT3G18310,287,126
AT3G18320,8,0
AT3G18330,0,0
AT3G18340,0,0
AT3G18350,186,132
AT3G18360,0,0
AT3G18362,2,0
AT3G18370,542,126
AT3G18380,582,316
AT3G18390,1354,441
AT3G18400,10,0
AT3G18410,1700,2365
AT3G18420,703,506
AT3G18430,525,710
AT3G18440,786,333
AT3G18450,0,0
AT3G18460,0,0
AT3G18470,0,0
AT3G18480,655,65
AT3G18485,0,0
AT3G18490,4925,2433
AT3G18500,58,11
AT3G18510,231,257
AT3G18518,0,0
AT3G18520,1084,461
AT3G18524,956,222
AT3G18530,7,1
AT3G18535,356,64
AT3G18550,1,0
AT3G18560,53,7
AT3G18570,2,0
AT3G18580,610,547
AT3G18590,0,0
AT3G18600,1944,623
AT3G18610,1,0
AT3G18620,69,22
AT3G18630,328,182
AT3G18640,1312,207
AT3G18650,0,0
AT3G18660,44,1
AT3G18670,21,77
AT3G18680,651,313
AT3G18690,180,154
AT3G18700,0,0
AT3G18710,134,46
AT3G18715,45,39
AT3G18720,6,0
AT3G18730,387,139
AT3G18740,9900,13907
AT3G18750,479,99
AT3G18760,783,523
AT3G18770,119,16
AT3G18773,9,0
AT3G18777,0,0
AT3G18779,0,0
AT3G18780,4786,2322
AT3G18790,1416,803
AT3G18800,275,121
AT3G18810,0,0
AT3G18815,0,0
AT3G18820,1148,867
AT3G18827,0,0
AT3G18830,258,81
AT3G18840,27,0
AT3G18845,5,0
AT3G18850,566,484
AT3G18860,1774,524
AT3G18870,63,55
AT3G18880,78,95
AT3G18890,397,31
AT3G18895,0,0
AT3G18900,64,41
AT3G18910,447,279
AT3G18930,271,88
AT3G18940,906,1141
AT3G18950,6,0
AT3G18952,0,0
AT3G18955,1,0
AT3G18957,0,0
AT3G18960,833,281
AT3G18970,357,240
AT3G18980,278,128
AT3G18990,795,203
AT3G19000,142,74
AT3G19002,69,9
AT3G19010,76,19
AT3G19020,138,22
AT3G19025,0,0
AT3G19030,25,2
AT3G19035,0,0
AT3G19040,14,0
AT3G19045,0,0
AT3G19050,1606,248
AT3G19055,0,0
AT3G19070,0,0
AT3G19080,192,46
AT3G19085,0,0
AT3G19090,1,0
AT3G19100,920,176
AT3G19120,1220,621
AT3G19130,1322,758
AT3G19140,0,0
AT3G19150,15,0
AT3G19160,0,0
AT3G19170,1485,784
AT3G19180,426,110
AT3G19184,260,42
AT3G19190,413,118
AT3G19200,794,542
AT3G19210,243,27
AT3G19220,199,210
AT3G19230,25,0
AT3G19235,0,0
AT3G19240,416,163
AT3G19250,142,71
AT3G19260,243,66
AT3G19270,391,111
AT3G19274,0,0
AT3G19280,89,6
AT3G19290,350,189
AT3G19300,245,15
AT3G19310,0,0
AT3G19320,26,0
AT3G19323,0,0
AT3G19330,132,18
AT3G19340,682,285
AT3G19350,6,0
AT3G19360,160,63
AT3G19370,759,107
AT3G19380,105,39
AT3G19390,25,0
AT3G19400,425,182
AT3G19410,0,0
AT3G19420,1477,385
AT3G19430,1,0
AT3G19440,155,63
AT3G19450,391,212
AT3G19460,295,193
AT3G19470,21,37
AT3G19480,76,21
AT3G19490,1018,455
AT3G19500,250,139
AT3G19508,249,265
AT3G19510,427,103
AT3G19515,1097,268
AT3G19520,496,769
AT3G19530,0,0
AT3G19540,1280,565
AT3G19550,40,96
AT3G19553,89,22
AT3G19560,0,0
AT3G19570,335,161
AT3G19580,22,1
AT3G19590,1128,657
AT3G19595,0,0
AT3G19600,0,0
AT3G19610,0,0
AT3G19615,0,0
AT3G19620,13,0
AT3G19630,640,301
AT3G19640,893,290
AT3G19650,355,82
AT3G19660,21,0
AT3G19663,0,0
AT3G19670,507,102
AT3G19680,218,55
AT3G19690,0,0
AT3G19700,833,448
AT3G19710,4866,2081
AT3G19720,1201,187
AT3G19740,751,153
AT3G19760,4798,2817
AT3G19770,302,124
AT3G19780,159,18
AT3G19790,554,472
AT3G19800,60,31
AT3G19810,275,210
AT3G19820,11631,8082
AT3G19830,237,81
AT3G19840,415,57
AT3G19850,118,70
AT3G19860,326,88
AT3G19870,546,257
AT3G19880,0,0
AT3G19890,0,0
AT3G19895,257,45
AT3G19900,153,186
AT3G19910,933,268
AT3G19920,4,0
AT3G19930,50,38
AT3G19940,0,0
AT3G19950,313,245
AT3G19960,1394,514
AT3G19970,58,70
AT3G19980,758,398
AT3G19990,256,121
AT3G20000,2841,1601
AT3G20010,383,97
AT3G20015,477,265
AT3G20020,445,580
AT3G20030,0,0
AT3G20040,81,19
AT3G20050,6037,2881
AT3G20060,828,627
AT3G20070,253,124
AT3G20075,0,0
AT3G20080,210,119
AT3G20083,0,0
AT3G20085,0,0
AT3G20087,0,0
AT3G20090,132,18
AT3G20100,98,13
AT3G20110,3,0
AT3G20120,636,125
AT3G20130,15,4
AT3G20140,0,0
AT3G20150,1075,247
AT3G20155,0,0
AT3G20160,0,0
AT3G20170,219,120
AT3G20180,0,0
AT3G20190,29,0
AT3G20200,64,15
AT3G20210,106,54
AT3G20220,0,0
AT3G20230,515,470
AT3G20240,665,545
AT3G20250,551,127
AT3G20260,1193,428
AT3G20270,82,20
AT3G20280,470,123
AT3G20290,689,275
AT3G20300,0,1
AT3G20310,577,190
AT3G20320,675,638
AT3G20330,1227,750
AT3G20340,12,0
AT3G20350,455,9
AT3G20360,0,0
AT3G20362,0,9
AT3G20365,0,0
AT3G20370,18,15
AT3G20380,0,0
AT3G20390,4930,3480
AT3G20395,4,5
AT3G20400,0,0
AT3G20410,628,299
AT3G20420,17,0
AT3G20430,228,72
AT3G20440,549,194
AT3G20450,10,0
AT3G20460,8,0
AT3G20470,558,287
AT3G20475,63,100
AT3G20480,32,8
AT3G20490,283,80
AT3G20500,421,195
AT3G20510,387,430
AT3G20520,15,0
AT3G20530,1,0
AT3G20540,1382,407
AT3G20541,3,0
AT3G20550,461,207
AT3G20555,0,0
AT3G20557,6,0
AT3G20560,282,57
AT3G20570,82,56
AT3G20580,0,0
AT3G20590,15,15
AT3G20600,193,183
AT3G20610,0,0
AT3G20620,250,185
AT3G20630,1804,650
AT3G20640,139,33
AT3G20650,419,156
AT3G20655,0,0
AT3G20660,69,1
AT3G20670,4213,3811
AT3G20680,348,226
AT3G20690,0,0
AT3G20700,0,0
AT3G20705,0,0
AT3G20710,0,0
AT3G20720,499,240
AT3G20730,151,97
AT3G20740,679,343
AT3G20750,0,0
AT3G20760,2,0
AT3G20770,2654,960
AT3G20780,244,3
AT3G20790,757,724
AT3G20800,650,353
AT3G20810,1320,845
AT3G20820,1616,1020
AT3G20830,42,55
AT3G20840,0,0
AT3G20850,0,0
AT3G20860,61,0
AT3G20865,2,0
AT3G20870,619,869
AT3G20880,3,1
AT3G20885,0,0
AT3G20890,310,336
AT3G20898,306,240
AT3G20900,142,98
AT3G20910,59,9
AT3G20920,689,493
AT3G20930,165,25
AT3G20935,0,0
AT3G20940,0,0
AT3G20950,0,0
AT3G20960,26,0
AT3G20966,0,0
AT3G20970,409,285
AT3G20975,20,35
AT3G20978,11,0
AT3G20980,0,0
AT3G20990,0,0
AT3G20993,0,0
AT3G20997,0,0
AT3G21000,12,0
AT3G21010,379,104
AT3G21020,147,7
AT3G21030,62,79
AT3G21040,51,50
AT3G21050,7,11
AT3G21055,3009,2054
AT3G21060,624,243
AT3G21070,350,201
AT3G21080,0,0
AT3G21090,366,143
AT3G21100,822,329
AT3G21110,692,237
AT3G21120,0,0
AT3G21130,0,0
AT3G21140,884,383
AT3G21150,0,0
AT3G21160,397,258
AT3G21170,0,0
AT3G21175,745,224
AT3G21180,4,0
AT3G21190,1015,748
AT3G21200,519,282
AT3G21210,3,13
AT3G21215,637,446
AT3G21220,572,425
AT3G21230,27,0
AT3G21240,265,120
AT3G21250,501,189
AT3G21260,35,65
AT3G21270,923,346
AT3G21280,512,158
AT3G21290,496,98
AT3G21295,249,130
AT3G21300,284,75
AT3G21310,96,34
AT3G21320,1,0
AT3G21330,0,0
AT3G21338,0,0
AT3G21340,0,0
AT3G21350,386,158
AT3G21351,0,0
AT3G21352,0,0
AT3G21360,75,129
AT3G21370,6,19
AT3G21371,0,0
AT3G21380,0,0
AT3G21390,198,104
AT3G21400,208,35
AT3G21410,0,0
AT3G21420,90,50
AT3G21430,346,138
AT3G21450,0,0
AT3G21460,0,0
AT3G21465,369,167
AT3G21470,47,12
AT3G21475,0,0
AT3G21480,593,133
AT3G21481,0,0
AT3G21490,0,0
AT3G21500,1,1
AT3G21510,22,69
AT3G21520,0,0
AT3G21530,10,3
AT3G21540,992,320
AT3G21550,87,61
AT3G21560,960,286
AT3G21570,0,0
AT3G21580,143,192
AT3G21590,0,0
AT3G21600,182,66
AT3G21610,427,422
AT3G21620,0,0
AT3G21630,303,95
AT3G21640,435,81
AT3G21650,387,168
AT3G21660,0,0
AT3G21670,10,2
AT3G21680,20,0
AT3G21690,222,89
AT3G21700,104,70
AT3G21710,0,0
AT3G21720,7,3
AT3G21730,0,0
AT3G21740,481,180
AT3G21750,465,358
AT3G21755,50,34
AT3G21760,54,30
AT3G21770,1623,1507
AT3G21780,1,4
AT3G21781,1,0
AT3G21790,46,86
AT3G21791,0,0
AT3G21800,0,0
AT3G21805,5,49
AT3G21810,139,156
AT3G21820,255,174
AT3G21830,0,0
AT3G21840,0,0
AT3G21850,0,0
AT3G21860,0,0
AT3G21865,1140,726
AT3G21870,0,0
AT3G21880,1,0
AT3G21890,1,32
AT3G21900,0,0
AT3G21910,0,0
AT3G21920,0,0
AT3G21930,1,0
AT3G21933,0,0
AT3G21937,0,0
AT3G21940,0,0
AT3G21945,0,0
AT3G21950,34,55
AT3G21960,0,0
AT3G21965,0,0
AT3G21970,0,0
AT3G21980,0,0
AT3G21985,0,0
AT3G21990,1,0
AT3G22000,0,0
AT3G22010,0,0
AT3G22020,0,0
AT3G22022,0,0
AT3G22030,0,0
AT3G22040,0,0
AT3G22050,0,0
AT3G22053,0,0
AT3G22057,0,0
AT3G22060,1,1
AT3G22070,83,41
AT3G22072,95,33
AT3G22080,0,0
AT3G22090,0,0
AT3G22100,0,0
AT3G22104,95,12
AT3G22110,3788,3341
AT3G22120,15600,6733
AT3G22121,8032,2460
AT3G22133,0,0
AT3G22136,0,0
AT3G22142,859,326
AT3G22150,110,94
AT3G22160,81,37
AT3G22170,1248,301
AT3G22180,473,339
AT3G22183,67,81
AT3G22190,644,262
AT3G22200,1247,564
AT3G22210,250,517
AT3G22220,962,405
AT3G22230,5100,8485
AT3G22231,46,25
AT3G22232,0,0
AT3G22234,0,0
AT3G22235,33,24
AT3G22237,0,0
AT3G22238,0,0
AT3G22240,19,49
AT3G22250,0,0
AT3G22260,72,47
AT3G22270,1157,372
AT3G22275,1,0
AT3G22290,739,333
AT3G22300,717,209
AT3G22310,2791,1641
AT3G22320,1676,1816
AT3G22330,1812,679
AT3G22340,0,0
AT3G22345,0,0
AT3G22350,0,0
AT3G22360,2,0
AT3G22370,11,8
AT3G22380,4181,732
AT3G22400,47,27
AT3G22410,267,162
AT3G22415,1,1
AT3G22420,129,54
AT3G22421,0,0
AT3G22425,526,216
AT3G22430,129,3
AT3G22436,0,0
AT3G22440,9719,4319
AT3G22450,30,67
AT3G22460,0,0
AT3G22470,89,20
AT3G22480,1081,738
AT3G22490,7,1
AT3G22492,0,0
AT3G22500,0,2
AT3G22510,0,0
AT3G22520,1732,455
AT3G22530,420,370
AT3G22540,234,275
AT3G22550,685,569
AT3G22555,1,0
AT3G22560,16,6
AT3G22570,0,0
AT3G22580,0,0
AT3G22590,353,124
AT3G22600,16,0
AT3G22620,8,1
AT3G22630,1135,1409
AT3G22640,0,13
AT3G22650,0,0
AT3G22660,1385,322
AT3G22670,161,31
AT3G22680,192,281
AT3G22690,174,60
AT3G22700,0,0
AT3G22710,0,0
AT3G22720,0,0
AT3G22723,0,0
AT3G22730,0,0
AT3G22740,677,302
AT3G22750,209,44
AT3G22760,180,49
AT3G22770,0,0
AT3G22780,1432,297
AT3G22790,4633,1016
AT3G22800,0,0
AT3G22810,183,143
AT3G22820,38,35
AT3G22830,22,0
AT3G22840,67,68
AT3G22845,1896,2257
AT3G22850,1875,1554
AT3G22860,0,0
AT3G22870,0,0
AT3G22880,352,204
AT3G22886,0,0
AT3G22890,2903,1324
AT3G22900,108,78
AT3G22910,6,0
AT3G22920,0,0
AT3G22930,11,1
AT3G22937,0,0
AT3G22940,0,0
AT3G22942,138,121
AT3G22945,0,0
AT3G22950,579,555
AT3G22955,0,0
AT3G22960,4849,2429
AT3G22961,2,0
AT3G22968,0,0
AT3G22970,0,0
AT3G22980,439,22
AT3G22990,858,277
AT3G23000,1350,869
AT3G23010,4,28
AT3G23020,154,47
AT3G23030,196,68
AT3G23040,0,0
AT3G23050,77,58
AT3G23060,0,0
AT3G23070,792,304
AT3G23080,212,141
AT3G23085,0,0
AT3G23090,56,19
AT3G23100,303,70
AT3G23109,4,0
AT3G23110,32,117
AT3G23120,81,54
AT3G23125,0,0
AT3G23130,1,2
AT3G23140,0,0
AT3G23145,0,0
AT3G23150,471,177
AT3G23160,350,133
AT3G23165,0,0
AT3G23167,0,0
AT3G23170,14,24
AT3G23171,0,0
AT3G23172,0,0
AT3G23175,0,0
AT3G23180,0,0
AT3G23190,23,0
AT3G23200,24,11
AT3G23210,205,58
AT3G23220,0,0
AT3G23230,0,0
AT3G23240,0,21
AT3G23245,0,0
AT3G23250,3,0
AT3G23255,73,147
AT3G23260,22,0
AT3G23270,6,14
AT3G23280,690,196
AT3G23290,4145,1512
AT3G23300,2056,989
AT3G23310,676,188
AT3G23320,0,0
AT3G23325,373,219
AT3G23326,0,0
AT3G23330,217,116
AT3G23340,223,32
AT3G23350,0,0
AT3G23360,0,0
AT3G23370,179,23
AT3G23380,0,0
AT3G23390,8299,9596
AT3G23400,502,445
AT3G23410,70,0
AT3G23420,0,0
AT3G23430,1102,194
AT3G23440,13,0
AT3G23450,1716,787
AT3G23460,4,0
AT3G23470,0,0
AT3G23480,0,0
AT3G23490,1119,1245
AT3G23510,40,26
AT3G23530,232,104
AT3G23540,444,168
AT3G23550,36,27
AT3G23560,54,72
AT3G23570,961,1094
AT3G23580,713,384
AT3G23590,234,100
AT3G23600,1302,1140
AT3G23605,176,72
AT3G23610,11,0
AT3G23620,2291,1437
AT3G23630,0,0
AT3G23633,0,0
AT3G23635,120,169
AT3G23637,0,0
AT3G23640,1869,920
AT3G23645,0,0
AT3G23650,0,0
AT3G23660,715,245
AT3G23670,1673,330
AT3G23680,0,0
AT3G23685,0,0
AT3G23690,657,280
AT3G23700,211,62
AT3G23710,515,209
AT3G23715,0,0
AT3G23720,0,0
AT3G23725,0,0
AT3G23727,0,0
AT3G23730,3285,2547
AT3G23740,266,96
AT3G23750,1873,712
AT3G23760,266,106
AT3G23770,0,0
AT3G23780,2235,720
AT3G23790,82,0
AT3G23800,0,0
AT3G23805,521,840
AT3G23810,910,1277
AT3G23820,2234,718
AT3G23830,4209,4102
AT3G23840,55,47
AT3G23850,0,0
AT3G23860,2,0
AT3G23870,1,0
AT3G23880,1,0
AT3G23890,5681,1037
AT3G23900,1047,383
AT3G23910,512,189
AT3G23920,378,235
AT3G23930,8,0
AT3G23940,2715,710
AT3G23950,0,0
AT3G23955,0,0
AT3G23960,0,0
AT3G23970,0,0
AT3G23980,599,181
AT3G23990,4939,1986
AT3G24000,326,138
AT3G24005,7,0
AT3G24010,326,96
AT3G24020,13,0
AT3G24030,205,77
AT3G24040,768,404
AT3G24050,761,432
AT3G24060,0,0
AT3G24065,3,1
AT3G24068,3,0
AT3G24070,252,72
AT3G24080,3293,831
AT3G24090,196,79
AT3G24093,0,0
AT3G24100,156,115
AT3G24110,8,0
AT3G24120,377,289
AT3G24130,0,0
AT3G24140,1,2
AT3G24150,316,154
AT3G24160,1784,1436
AT3G24170,1346,648
AT3G24180,757,149
AT3G24190,158,26
AT3G24200,513,169
AT3G24210,6,0
AT3G24216,0,0
AT3G24220,0,0
AT3G24225,74,108
AT3G24230,0,0
AT3G24240,0,0
AT3G24250,1,2
AT3G24255,341,176
AT3G24260,0,0
AT3G24270,0,0
AT3G24280,1,0
AT3G24290,0,0
AT3G24300,86,29
AT3G24310,0,0
AT3G24315,254,227
AT3G24320,422,119
AT3G24330,3,0
AT3G24332,5,0
AT3G24340,639,188
AT3G24350,648,734
AT3G24360,34,6
AT3G24365,0,0
AT3G24370,0,0
AT3G24380,0,0
AT3G24385,0,0
AT3G24390,0,0
AT3G24400,3,0
AT3G24420,84,60
AT3G24430,311,156
AT3G24440,733,253
AT3G24450,1154,1202
AT3G24460,115,0
AT3G24465,0,0
AT3G24480,1233,371
AT3G24490,862,534
AT3G24495,1017,220
AT3G24500,41,120
AT3G24503,446,110
AT3G24506,388,106
AT3G24508,0,0
AT3G24510,0,1
AT3G24513,0,0
AT3G24515,133,49
AT3G24516,0,0
AT3G24517,0,0
AT3G24518,34,5
AT3G24520,29,3
AT3G24530,253,137
AT3G24535,10,5
AT3G24540,11,0
AT3G24542,0,0
AT3G24550,1564,442
AT3G24560,107,63
AT3G24570,345,310
AT3G24580,0,0
AT3G24590,291,200
AT3G24600,49,16
AT3G24610,0,0
AT3G24612,0,0
AT3G24614,1,0
AT3G24615,0,0
AT3G24620,0,0
AT3G24630,142,13
AT3G24640,0,0
AT3G24650,0,0
AT3G24660,1339,688
AT3G24670,31,41
AT3G24675,0,0
AT3G24680,0,0
AT3G24690,0,1
AT3G24700,0,0
AT3G24710,0,0
AT3G24715,15,7
AT3G24730,156,164
AT3G24740,166,58
AT3G24750,0,0
AT3G24760,159,65
AT3G24770,804,1247
AT3G24780,25,0
AT3G24790,5,46
AT3G24800,428,233
AT3G24810,362,193
AT3G24820,104,18
AT3G24830,16858,28025
AT3G24840,75,7
AT3G24850,0,0
AT3G24860,390,190
AT3G24870,850,201
AT3G24880,758,170
AT3G24890,159,85
AT3G24900,45,0
AT3G24927,117,94
AT3G24929,1,0
AT3G24982,273,38
AT3G25010,69,11
AT3G25011,0,0
AT3G25013,27,21
AT3G25014,0,0
AT3G25020,978,272
AT3G25030,234,59
AT3G25040,1803,1584
AT3G25050,3,0
AT3G25060,40,0
AT3G25070,259,182
AT3G25080,0,0
AT3G25090,0,0
AT3G25099,0,0
AT3G25100,633,247
AT3G25110,679,380
AT3G25120,502,290
AT3G25130,336,76
AT3G25140,2146,1357
AT3G25150,2712,867
AT3G25160,0,0
AT3G25165,0,0
AT3G25170,0,0
AT3G25180,0,0
AT3G25182,0,0
AT3G25190,1515,1403
AT3G25200,0,0
AT3G25210,392,252
AT3G25220,2449,3113
AT3G25221,0,0
AT3G25225,0,0
AT3G25230,3744,1741
AT3G25233,0,0
AT3G25240,0,0
AT3G25250,2,0
AT3G25260,2,0
AT3G25265,0,0
AT3G25270,0,0
AT3G25280,0,0
AT3G25290,168,72
AT3G25400,547,469
AT3G25410,106,13
AT3G25420,0,0
AT3G25430,235,135
AT3G25440,186,77
AT3G25450,0,0
AT3G25460,0,0
AT3G25470,1022,499
AT3G25480,409,195
AT3G25485,0,0
AT3G25490,39,0
AT3G25495,21,18
AT3G25500,974,599
AT3G25510,3,2
AT3G25520,19865,15056
AT3G25530,1351,674
AT3G25540,666,697
AT3G25545,420,313
AT3G25550,3,0
AT3G25560,1143,585
AT3G25570,0,0
AT3G25572,0,0
AT3G25573,0,0
AT3G25577,0,0
AT3G25580,361,459
AT3G25585,594,439
AT3G25590,102,16
AT3G25597,19,12
AT3G25600,29,59
AT3G25610,24,6
AT3G25620,35,0
AT3G25630,0,0
AT3G25640,713,403
AT3G25650,0,0
AT3G25655,0,0
AT3G25660,849,333
AT3G25670,748,290
AT3G25680,308,79
AT3G25690,354,26
AT3G25700,209,43
AT3G25710,722,303
AT3G25715,0,0
AT3G25716,0,0
AT3G25717,1037,1249
AT3G25719,0,0
AT3G25720,0,0
AT3G25725,0,0
AT3G25727,0,0
AT3G25730,117,175
AT3G25740,39,32
AT3G25750,0,0
AT3G25760,6,0
AT3G25770,15,3
AT3G25780,171,107
AT3G25790,0,0
AT3G25795,10,0
AT3G25800,1922,1081
AT3G25805,74,14
AT3G25810,1,0
AT3G25815,0,0
AT3G25820,0,0
AT3G25826,2,0
AT3G25830,0,0
AT3G25840,1000,380
AT3G25850,0,0
AT3G25855,0,0
AT3G25860,1436,849
AT3G25870,57,44
AT3G25880,0,0
AT3G25882,96,137
AT3G25890,724,479
AT3G25900,160,132
AT3G25905,129,146
AT3G25910,1073,495
AT3G25920,2149,1405
AT3G25930,0,0
AT3G25940,173,152
AT3G25950,4,0
AT3G25960,0,0
AT3G25970,192,226
AT3G25980,1240,888
AT3G25990,5,0
AT3G26000,511,234
AT3G26010,0,0
AT3G26020,429,293
AT3G26030,779,313
AT3G26040,19,0
AT3G26050,211,62
AT3G26060,1971,918
AT3G26070,847,387
AT3G26080,64,75
AT3G26085,27,32
AT3G26090,255,55
AT3G26100,189,118
AT3G26110,0,0
AT3G26115,179,146
AT3G26120,20,1
AT3G26125,0,0
AT3G26130,6,0
AT3G26134,2,0
AT3G26140,0,0
AT3G26147,0,0
AT3G26150,0,0
AT3G26160,0,0
AT3G26165,5,1
AT3G26170,9,0
AT3G26180,45,1
AT3G26190,0,0
AT3G26200,2,0
AT3G26210,47,0
AT3G26220,0,0
AT3G26230,0,0
AT3G26235,0,0
AT3G26240,121,11
AT3G26250,0,0
AT3G26260,0,0
AT3G26265,0,0
AT3G26270,0,0
AT3G26280,2,0
AT3G26290,39,74
AT3G26295,0,0
AT3G26300,91,11
AT3G26310,30,10
AT3G26320,2,8
AT3G26330,120,149
AT3G26340,745,468
AT3G26350,6,7
AT3G26360,573,793
AT3G26370,1113,501
AT3G26380,694,416
AT3G26390,0,0
AT3G26400,938,338
AT3G26410,621,362
AT3G26420,0,0
AT3G26430,18,11
AT3G26440,0,0
AT3G26445,0,2
AT3G26450,35,7
AT3G26460,1,11
AT3G26470,9,0
AT3G26480,40,0
AT3G26483,0,0
AT3G26486,0,0
AT3G26490,117,6
AT3G26500,16,17
AT3G26510,50,7
AT3G26511,0,0
AT3G26520,5341,5069
AT3G26525,0,0
AT3G26530,0,0
AT3G26539,2,0
AT3G26540,187,85
AT3G26550,8,11
AT3G26560,3562,1043
AT3G26561,0,0
AT3G26570,1329,314
AT3G26580,569,276
AT3G26590,11,0
AT3G26600,450,196
AT3G26605,0,0
AT3G26610,0,0
AT3G26612,54,0
AT3G26614,2,0
AT3G26616,0,0
AT3G26618,778,532
AT3G26620,0,0
AT3G26630,166,82
AT3G26640,369,243
AT3G26650,4867,3504
AT3G26660,0,0
AT3G26670,407,321
AT3G26680,203,254
AT3G26690,71,11
AT3G26700,127,94
AT3G26710,344,427
AT3G26720,1242,642
AT3G26730,1121,453
AT3G26740,1069,460
AT3G26742,6,0
AT3G26744,1954,1167
AT3G26747,0,0
AT3G26750,558,338
AT3G26760,286,96
AT3G26770,53,54
AT3G26775,0,0
AT3G26780,1027,818
AT3G26782,255,176
AT3G26790,0,0
AT3G26800,0,1
AT3G26805,0,0
AT3G26810,1243,512
AT3G26812,0,21
AT3G26813,0,0
AT3G26815,0,0
AT3G26816,0,0
AT3G26818,0,0
AT3G26819,0,0
AT3G26820,0,0
AT3G26830,20,44
AT3G26840,1,1
AT3G26850,272,221
AT3G26855,3,0
AT3G26860,0,0
AT3G26870,0,0
AT3G26872,0,0
AT3G26880,0,0
AT3G26890,233,47
AT3G26900,241,197
AT3G26910,222,58
AT3G26920,220,140
AT3G26922,87,104
AT3G26930,0,0
AT3G26932,455,140
AT3G26934,0,0
AT3G26935,1332,470
AT3G26940,0,0
AT3G26950,465,256
AT3G26960,94,13
AT3G26980,853,804
AT3G26990,297,116
AT3G27000,104,60
AT3G27010,205,80
AT3G27020,880,463
AT3G27025,6,2
AT3G27027,25,2
AT3G27030,247,92
AT3G27040,0,0
AT3G27050,248,99
AT3G27060,3745,2614
AT3G27070,6,0
AT3G27080,1017,757
AT3G27090,1702,933
AT3G27095,0,0
AT3G27100,252,225
AT3G27110,42,12
AT3G27120,52,58
AT3G27130,41,3
AT3G27140,8,11
AT3G27150,11,34
AT3G27160,1263,687
AT3G27170,26,5
AT3G27180,369,69
AT3G27190,573,342
AT3G27200,174,95
AT3G27210,197,27
AT3G27220,594,184
